,event_id,name,type,location,start_time,end_time,date,start_datetime,end_datetime
361,362,Art Exhibition,Fair,Los Angeles,10:45:00,11:45:00,2023-08-10,2023-08-10 10:45:00,2023-08-10 11:45:00
362,363,Art Exhibition,Show,Los Angeles,08:15:00,11:15:00,2023-07-18,2023-07-18 08:15:00,2023-07-18 11:15:00
363,364,Book Launch,Launch,Houston,18:45:00,21:45:00,2024-08-29,2024-08-29 18:45:00,2024-08-29 21:45:00
364,365,Book Launch,Conference,Denver,17:30:00,22:30:00,2024-08-18,2024-08-18 17:30:00,2024-08-18 22:30:00
365,366,Film Screening,Festival,Miami,18:45:00,23:45:00,2023-11-06,2023-11-06 18:45:00,2023-11-06 23:45:00
366,367,Food Festival,Exhibition,New York,16:00:00,19:00:00,2023-01-26,2023-01-26 16:00:00,2023-01-26 19:00:00
368,369,Yoga Class,Fair,Miami,14:30:00,18:30:00,2023-04-27,2023-04-27 14:30:00,2023-04-27 18:30:00
370,371,Tech Talk,Launch,Boston,09:15:00,12:15:00,2024-01-18,2024-01-18 09:15:00,2024-01-18 12:15:00
371,372,Book Launch,Concert,Austin,18:30:00,23:30:00,2023-02-27,2023-02-27 18:30:00,2023-02-27 23:30:00
374,375,Food Festival,Class,Chicago,08:45:00,09:45:00,2023-01-31,2023-01-31 08:45:00,2023-01-31 09:45:00
375,376,Comedy Night,Show,Austin,16:15:00,17:15:00,2023-09-29,2023-09-29 16:15:00,2023-09-29 17:15:00
376,377,Tech Talk,Conference,Houston,10:15:00,11:15:00,2024-08-14,2024-08-14 10:15:00,2024-08-14 11:15:00
377,378,Music Concert,Fair,Chicago,08:30:00,09:30:00,2024-09-29,2024-09-29 08:30:00,2024-09-29 09:30:00
378,379,Comedy Night,Festival,Houston,10:30:00,15:30:00,2023-08-22,2023-08-22 10:30:00,2023-08-22 15:30:00
380,381,Tech Talk,Fair,San Francisco,09:30:00,13:30:00,2024-06-27,2024-06-27 09:30:00,2024-06-27 13:30:00
381,382,Yoga Class,Fair,Los Angeles,17:30:00,18:30:00,2023-06-18,2023-06-18 17:30:00,2023-06-18 18:30:00
383,384,Yoga Class,Festival,New York,15:45:00,19:45:00,2024-04-21,2024-04-21 15:45:00,2024-04-21 19:45:00
384,385,Science Fair,Show,New York,14:15:00,17:15:00,2023-04-05,2023-04-05 14:15:00,2023-04-05 17:15:00
386,387,Book Launch,Class,Boston,10:45:00,13:45:00,2024-09-12,2024-09-12 10:45:00,2024-09-12 13:45:00
388,389,Film Screening,Screening,San Francisco,11:45:00,13:45:00,2023-12-22,2023-12-22 11:45:00,2023-12-22 13:45:00
389,390,Book Launch,Festival,San Francisco,18:00:00,21:00:00,2023-02-20,2023-02-20 18:00:00,2023-02-20 21:00:00
392,393,Coding Workshop,Workshop,Miami,11:45:00,14:45:00,2024-06-17,2024-06-17 11:45:00,2024-06-17 14:45:00
394,395,Tech Talk,Workshop,Denver,08:15:00,10:15:00,2023-04-27,2023-04-27 08:15:00,2023-04-27 10:15:00
398,399,Music Concert,Workshop,Miami,18:00:00,21:00:00,2024-01-05,2024-01-05 18:00:00,2024-01-05 21:00:00
399,400,Food Festival,Festival,Austin,14:15:00,17:15:00,2024-05-02,2024-05-02 14:15:00,2024-05-02 17:15:00
400,401,Food Festival,Fair,Chicago,14:45:00,16:45:00,2024-03-03,2024-03-03 14:45:00,2024-03-03 16:45:00
402,403,Art Exhibition,Exhibition,Miami,08:00:00,13:00:00,2024-08-07,2024-08-07 08:00:00,2024-08-07 13:00:00
403,404,Yoga Class,Launch,Miami,11:30:00,13:30:00,2023-05-01,2023-05-01 11:30:00,2023-05-01 13:30:00
404,405,Film Screening,Launch,San Francisco,10:30:00,15:30:00,2023-08-31,2023-08-31 10:30:00,2023-08-31 15:30:00
406,407,Comedy Night,Class,San Francisco,15:00:00,19:00:00,2024-06-04,2024-06-04 15:00:00,2024-06-04 19:00:00
407,408,Science Fair,Festival,Los Angeles,16:15:00,18:15:00,2024-07-01,2024-07-01 16:15:00,2024-07-01 18:15:00
408,409,Science Fair,Conference,Denver,15:15:00,20:15:00,2023-11-12,2023-11-12 15:15:00,2023-11-12 20:15:00
409,410,Book Launch,Launch,Denver,11:00:00,14:00:00,2023-11-07,2023-11-07 11:00:00,2023-11-07 14:00:00
410,411,Science Fair,Class,Denver,11:45:00,15:45:00,2024-03-11,2024-03-11 11:45:00,2024-03-11 15:45:00
411,412,Science Fair,Screening,Boston,08:00:00,13:00:00,2024-02-14,2024-02-14 08:00:00,2024-02-14 13:00:00
412,413,Music Concert,Show,New York,13:45:00,18:45:00,2023-07-01,2023-07-01 13:45:00,2023-07-01 18:45:00
414,415,Tech Talk,Fair,Miami,12:45:00,15:45:00,2023-08-09,2023-08-09 12:45:00,2023-08-09 15:45:00
415,416,Film Screening,Conference,Los Angeles,10:30:00,13:30:00,2023-03-15,2023-03-15 10:30:00,2023-03-15 13:30:00
416,417,Coding Workshop,Screening,Los Angeles,18:00:00,21:00:00,2024-01-06,2024-01-06 18:00:00,2024-01-06 21:00:00
418,419,Coding Workshop,Show,Miami,09:00:00,13:00:00,2023-04-21,2023-04-21 09:00:00,2023-04-21 13:00:00
419,420,Book Launch,Class,Boston,18:30:00,23:30:00,2024-09-18,2024-09-18 18:30:00,2024-09-18 23:30:00
420,421,Yoga Class,Class,Houston,13:30:00,16:30:00,2024-05-16,2024-05-16 13:30:00,2024-05-16 16:30:00
421,422,Food Festival,Launch,Los Angeles,15:30:00,17:30:00,2023-04-06,2023-04-06 15:30:00,2023-04-06 17:30:00
422,423,Book Launch,Festival,Seattle,17:00:00,18:00:00,2024-01-11,2024-01-11 17:00:00,2024-01-11 18:00:00
424,425,Book Launch,Screening,Houston,14:45:00,17:45:00,2024-10-17,2024-10-17 14:45:00,2024-10-17 17:45:00
425,426,Food Festival,Concert,San Francisco,13:00:00,16:00:00,2023-07-15,2023-07-15 13:00:00,2023-07-15 16:00:00
426,427,Comedy Night,Conference,Houston,14:30:00,19:30:00,2023-11-12,2023-11-12 14:30:00,2023-11-12 19:30:00
428,429,Tech Talk,Workshop,Miami,15:15:00,18:15:00,2023-06-23,2023-06-23 15:15:00,2023-06-23 18:15:00
430,431,Film Screening,Conference,Houston,09:15:00,11:15:00,2023-05-04,2023-05-04 09:15:00,2023-05-04 11:15:00
431,432,Tech Talk,Concert,New York,17:45:00,21:45:00,2024-01-12,2024-01-12 17:45:00,2024-01-12 21:45:00
433,434,Tech Talk,Festival,Los Angeles,14:45:00,15:45:00,2024-01-16,2024-01-16 14:45:00,2024-01-16 15:45:00
435,436,Film Screening,Fair,Houston,15:00:00,19:00:00,2024-07-01,2024-07-01 15:00:00,2024-07-01 19:00:00
436,437,Comedy Night,Festival,Houston,18:15:00,23:15:00,2024-06-05,2024-06-05 18:15:00,2024-06-05 23:15:00
440,441,Film Screening,Class,Seattle,16:45:00,21:45:00,2023-05-14,2023-05-14 16:45:00,2023-05-14 21:45:00
441,442,Coding Workshop,Launch,Houston,18:00:00,20:00:00,2023-02-19,2023-02-19 18:00:00,2023-02-19 20:00:00
442,443,Food Festival,Concert,Los Angeles,14:45:00,17:45:00,2023-08-19,2023-08-19 14:45:00,2023-08-19 17:45:00
443,444,Music Concert,Workshop,Seattle,14:30:00,17:30:00,2023-07-10,2023-07-10 14:30:00,2023-07-10 17:30:00
444,445,Yoga Class,Fair,Seattle,12:00:00,17:00:00,2023-12-03,2023-12-03 12:00:00,2023-12-03 17:00:00
445,446,Yoga Class,Exhibition,Los Angeles,10:30:00,13:30:00,2024-05-29,2024-05-29 10:30:00,2024-05-29 13:30:00
446,447,Science Fair,Screening,Austin,17:45:00,19:45:00,2024-05-17,2024-05-17 17:45:00,2024-05-17 19:45:00
447,448,Food Festival,Class,Los Angeles,15:00:00,20:00:00,2023-10-07,2023-10-07 15:00:00,2023-10-07 20:00:00
448,449,Science Fair,Workshop,New York,10:30:00,12:30:00,2023-07-16,2023-07-16 10:30:00,2023-07-16 12:30:00
449,450,Music Concert,Fair,Los Angeles,14:00:00,16:00:00,2023-06-30,2023-06-30 14:00:00,2023-06-30 16:00:00
452,453,Film Screening,Fair,San Francisco,16:30:00,18:30:00,2023-09-05,2023-09-05 16:30:00,2023-09-05 18:30:00
453,454,Art Exhibition,Launch,New York,10:15:00,15:15:00,2024-07-19,2024-07-19 10:15:00,2024-07-19 15:15:00
454,455,Tech Talk,Exhibition,New York,13:45:00,15:45:00,2024-09-06,2024-09-06 13:45:00,2024-09-06 15:45:00
456,457,Music Concert,Class,San Francisco,10:30:00,14:30:00,2023-11-23,2023-11-23 10:30:00,2023-11-23 14:30:00
461,462,Tech Talk,Festival,Chicago,08:30:00,11:30:00,2023-11-24,2023-11-24 08:30:00,2023-11-24 11:30:00
462,463,Art Exhibition,Concert,New York,09:45:00,14:45:00,2023-05-15,2023-05-15 09:45:00,2023-05-15 14:45:00
463,464,Tech Talk,Fair,Austin,09:45:00,10:45:00,2024-04-19,2024-04-19 09:45:00,2024-04-19 10:45:00
464,465,Science Fair,Concert,Austin,13:00:00,15:00:00,2023-11-19,2023-11-19 13:00:00,2023-11-19 15:00:00
465,466,Tech Talk,Class,Seattle,17:00:00,21:00:00,2023-07-27,2023-07-27 17:00:00,2023-07-27 21:00:00
466,467,Science Fair,Workshop,Miami,14:45:00,15:45:00,2024-03-23,2024-03-23 14:45:00,2024-03-23 15:45:00
467,468,Book Launch,Festival,San Francisco,12:15:00,15:15:00,2023-04-17,2023-04-17 12:15:00,2023-04-17 15:15:00
470,471,Food Festival,Workshop,Denver,11:30:00,15:30:00,2024-07-28,2024-07-28 11:30:00,2024-07-28 15:30:00
471,472,Art Exhibition,Fair,Austin,08:00:00,12:00:00,2023-12-25,2023-12-25 08:00:00,2023-12-25 12:00:00
472,473,Comedy Night,Show,Boston,11:00:00,15:00:00,2024-05-01,2024-05-01 11:00:00,2024-05-01 15:00:00
474,475,Music Concert,Concert,Miami,08:15:00,10:15:00,2023-01-22,2023-01-22 08:15:00,2023-01-22 10:15:00
477,478,Art Exhibition,Fair,San Francisco,10:00:00,14:00:00,2023-06-19,2023-06-19 10:00:00,2023-06-19 14:00:00
478,479,Yoga Class,Festival,San Francisco,17:45:00,19:45:00,2023-09-11,2023-09-11 17:45:00,2023-09-11 19:45:00
479,480,Food Festival,Conference,San Francisco,15:00:00,20:00:00,2023-01-12,2023-01-12 15:00:00,2023-01-12 20:00:00
482,483,Book Launch,Class,Los Angeles,18:30:00,22:30:00,2023-04-16,2023-04-16 18:30:00,2023-04-16 22:30:00
483,484,Comedy Night,Exhibition,San Francisco,14:45:00,17:45:00,2023-09-06,2023-09-06 14:45:00,2023-09-06 17:45:00
485,486,Food Festival,Conference,Denver,10:15:00,15:15:00,2023-03-24,2023-03-24 10:15:00,2023-03-24 15:15:00
486,487,Coding Workshop,Conference,Boston,12:30:00,15:30:00,2023-08-24,2023-08-24 12:30:00,2023-08-24 15:30:00
488,489,Yoga Class,Concert,Boston,13:15:00,14:15:00,2024-08-26,2024-08-26 13:15:00,2024-08-26 14:15:00
491,492,Yoga Class,Launch,Los Angeles,18:30:00,23:30:00,2024-08-24,2024-08-24 18:30:00,2024-08-24 23:30:00
492,493,Science Fair,Workshop,Denver,08:45:00,11:45:00,2024-02-27,2024-02-27 08:45:00,2024-02-27 11:45:00
494,495,Science Fair,Exhibition,Houston,17:15:00,19:15:00,2023-05-17,2023-05-17 17:15:00,2023-05-17 19:15:00
496,497,Book Launch,Class,Los Angeles,17:00:00,21:00:00,2024-10-18,2024-10-18 17:00:00,2024-10-18 21:00:00
497,498,Film Screening,Launch,New York,09:30:00,10:30:00,2023-09-24,2023-09-24 09:30:00,2023-09-24 10:30:00
499,500,Music Concert,Fair,Los Angeles,08:00:00,12:00:00,2024-03-14,2024-03-14 08:00:00,2024-03-14 12:00:00
500,501,Book Launch,Workshop,Chicago,11:00:00,13:00:00,2023-12-02,2023-12-02 11:00:00,2023-12-02 13:00:00
502,503,Food Festival,Conference,New York,11:15:00,14:15:00,2024-01-16,2024-01-16 11:15:00,2024-01-16 14:15:00
503,504,Coding Workshop,Exhibition,Los Angeles,08:45:00,11:45:00,2023-05-20,2023-05-20 08:45:00,2023-05-20 11:45:00
504,505,Art Exhibition,Class,Miami,10:00:00,11:00:00,2023-07-09,2023-07-09 10:00:00,2023-07-09 11:00:00
506,507,Music Concert,Concert,Seattle,13:00:00,15:00:00,2023-05-21,2023-05-21 13:00:00,2023-05-21 15:00:00
507,508,Science Fair,Conference,Chicago,13:00:00,18:00:00,2024-03-23,2024-03-23 13:00:00,2024-03-23 18:00:00
512,513,Yoga Class,Show,Boston,15:15:00,19:15:00,2024-05-09,2024-05-09 15:15:00,2024-05-09 19:15:00
513,514,Science Fair,Workshop,Miami,12:00:00,15:00:00,2024-01-07,2024-01-07 12:00:00,2024-01-07 15:00:00
514,515,Comedy Night,Workshop,Los Angeles,13:15:00,17:15:00,2024-02-18,2024-02-18 13:15:00,2024-02-18 17:15:00
515,516,Food Festival,Festival,New York,08:15:00,09:15:00,2024-09-23,2024-09-23 08:15:00,2024-09-23 09:15:00
518,519,Tech Talk,Exhibition,Los Angeles,14:45:00,19:45:00,2023-11-01,2023-11-01 14:45:00,2023-11-01 19:45:00
522,523,Tech Talk,Exhibition,Miami,16:15:00,20:15:00,2024-10-18,2024-10-18 16:15:00,2024-10-18 20:15:00
523,524,Science Fair,Exhibition,Houston,11:00:00,16:00:00,2024-10-02,2024-10-02 11:00:00,2024-10-02 16:00:00
524,525,Music Concert,Show,Houston,12:15:00,16:15:00,2023-08-30,2023-08-30 12:15:00,2023-08-30 16:15:00
526,527,Book Launch,Show,Denver,14:15:00,16:15:00,2023-04-10,2023-04-10 14:15:00,2023-04-10 16:15:00
527,528,Food Festival,Workshop,Chicago,17:15:00,22:15:00,2024-09-24,2024-09-24 17:15:00,2024-09-24 22:15:00
528,529,Book Launch,Festival,Boston,11:45:00,15:45:00,2024-09-26,2024-09-26 11:45:00,2024-09-26 15:45:00
529,530,Music Concert,Fair,Houston,09:15:00,14:15:00,2024-06-29,2024-06-29 09:15:00,2024-06-29 14:15:00
532,533,Coding Workshop,Fair,Chicago,12:15:00,16:15:00,2024-01-15,2024-01-15 12:15:00,2024-01-15 16:15:00
533,534,Comedy Night,Show,Austin,12:15:00,16:15:00,2024-08-27,2024-08-27 12:15:00,2024-08-27 16:15:00
534,535,Tech Talk,Fair,New York,17:30:00,18:30:00,2023-04-14,2023-04-14 17:30:00,2023-04-14 18:30:00
535,536,Food Festival,Conference,Chicago,13:45:00,15:45:00,2023-12-23,2023-12-23 13:45:00,2023-12-23 15:45:00
537,538,Film Screening,Fair,Miami,17:30:00,18:30:00,2024-10-20,2024-10-20 17:30:00,2024-10-20 18:30:00
538,539,Music Concert,Conference,San Francisco,14:15:00,18:15:00,2024-08-18,2024-08-18 14:15:00,2024-08-18 18:15:00
539,540,Science Fair,Launch,Denver,14:15:00,19:15:00,2023-08-05,2023-08-05 14:15:00,2023-08-05 19:15:00
541,542,Coding Workshop,Conference,Boston,18:15:00,23:15:00,2023-03-03,2023-03-03 18:15:00,2023-03-03 23:15:00
542,543,Coding Workshop,Launch,San Francisco,17:30:00,20:30:00,2024-06-26,2024-06-26 17:30:00,2024-06-26 20:30:00
543,544,Book Launch,Workshop,Los Angeles,14:30:00,19:30:00,2024-08-12,2024-08-12 14:30:00,2024-08-12 19:30:00
544,545,Art Exhibition,Show,Houston,11:15:00,13:15:00,2024-04-03,2024-04-03 11:15:00,2024-04-03 13:15:00
545,546,Yoga Class,Class,Houston,16:45:00,17:45:00,2024-06-11,2024-06-11 16:45:00,2024-06-11 17:45:00
547,548,Food Festival,Screening,Miami,16:30:00,18:30:00,2024-08-31,2024-08-31 16:30:00,2024-08-31 18:30:00
548,549,Film Screening,Class,Chicago,18:15:00,22:15:00,2023-03-11,2023-03-11 18:15:00,2023-03-11 22:15:00
549,550,Food Festival,Conference,San Francisco,11:15:00,12:15:00,2023-12-29,2023-12-29 11:15:00,2023-12-29 12:15:00
551,552,Art Exhibition,Concert,Austin,09:30:00,14:30:00,2023-09-15,2023-09-15 09:30:00,2023-09-15 14:30:00
552,553,Coding Workshop,Class,Los Angeles,12:15:00,13:15:00,2024-10-14,2024-10-14 12:15:00,2024-10-14 13:15:00
553,554,Food Festival,Screening,Denver,17:45:00,22:45:00,2024-01-12,2024-01-12 17:45:00,2024-01-12 22:45:00
554,555,Tech Talk,Workshop,Houston,11:45:00,12:45:00,2024-03-01,2024-03-01 11:45:00,2024-03-01 12:45:00
562,563,Tech Talk,Launch,Seattle,18:45:00,23:45:00,2023-01-22,2023-01-22 18:45:00,2023-01-22 23:45:00
563,564,Yoga Class,Fair,Chicago,16:45:00,20:45:00,2023-11-12,2023-11-12 16:45:00,2023-11-12 20:45:00
564,565,Coding Workshop,Workshop,Boston,18:45:00,21:45:00,2023-08-09,2023-08-09 18:45:00,2023-08-09 21:45:00
566,567,Film Screening,Conference,Houston,16:30:00,21:30:00,2023-09-01,2023-09-01 16:30:00,2023-09-01 21:30:00
568,569,Tech Talk,Show,Austin,13:45:00,17:45:00,2024-09-09,2024-09-09 13:45:00,2024-09-09 17:45:00
569,570,Film Screening,Concert,Los Angeles,10:30:00,15:30:00,2024-08-05,2024-08-05 10:30:00,2024-08-05 15:30:00
573,574,Science Fair,Concert,Miami,13:00:00,17:00:00,2023-11-05,2023-11-05 13:00:00,2023-11-05 17:00:00
575,576,Comedy Night,Launch,Seattle,18:30:00,20:30:00,2024-08-07,2024-08-07 18:30:00,2024-08-07 20:30:00
577,578,Art Exhibition,Show,Houston,09:00:00,11:00:00,2024-03-05,2024-03-05 09:00:00,2024-03-05 11:00:00
579,580,Film Screening,Class,Austin,14:15:00,19:15:00,2023-02-08,2023-02-08 14:15:00,2023-02-08 19:15:00
581,582,Coding Workshop,Workshop,Houston,10:30:00,14:30:00,2024-10-01,2024-10-01 10:30:00,2024-10-01 14:30:00
582,583,Science Fair,Festival,Denver,14:00:00,19:00:00,2024-04-01,2024-04-01 14:00:00,2024-04-01 19:00:00
583,584,Science Fair,Screening,Seattle,09:30:00,11:30:00,2024-03-22,2024-03-22 09:30:00,2024-03-22 11:30:00
585,586,Comedy Night,Festival,San Francisco,15:30:00,17:30:00,2024-09-02,2024-09-02 15:30:00,2024-09-02 17:30:00
586,587,Tech Talk,Festival,Houston,09:30:00,10:30:00,2023-08-27,2023-08-27 09:30:00,2023-08-27 10:30:00
588,589,Tech Talk,Workshop,Los Angeles,08:45:00,12:45:00,2024-08-30,2024-08-30 08:45:00,2024-08-30 12:45:00
590,591,Book Launch,Concert,Chicago,17:45:00,20:45:00,2024-03-22,2024-03-22 17:45:00,2024-03-22 20:45:00
591,592,Food Festival,Fair,Los Angeles,13:15:00,17:15:00,2023-12-15,2023-12-15 13:15:00,2023-12-15 17:15:00
592,593,Coding Workshop,Fair,Boston,13:45:00,15:45:00,2024-06-19,2024-06-19 13:45:00,2024-06-19 15:45:00
593,594,Film Screening,Workshop,Houston,10:30:00,15:30:00,2023-02-05,2023-02-05 10:30:00,2023-02-05 15:30:00
594,595,Comedy Night,Show,Denver,09:45:00,13:45:00,2024-10-16,2024-10-16 09:45:00,2024-10-16 13:45:00
595,596,Tech Talk,Show,Chicago,15:15:00,19:15:00,2024-06-09,2024-06-09 15:15:00,2024-06-09 19:15:00
597,598,Food Festival,Screening,Austin,11:00:00,15:00:00,2023-11-13,2023-11-13 11:00:00,2023-11-13 15:00:00
602,603,Film Screening,Concert,San Francisco,14:30:00,17:30:00,2023-08-20,2023-08-20 14:30:00,2023-08-20 17:30:00
605,606,Book Launch,Fair,Los Angeles,15:30:00,20:30:00,2023-10-26,2023-10-26 15:30:00,2023-10-26 20:30:00
606,607,Science Fair,Workshop,Boston,15:45:00,19:45:00,2023-01-16,2023-01-16 15:45:00,2023-01-16 19:45:00
607,608,Food Festival,Class,Los Angeles,09:45:00,13:45:00,2024-01-29,2024-01-29 09:45:00,2024-01-29 13:45:00
608,609,Tech Talk,Class,Boston,18:00:00,23:00:00,2023-02-05,2023-02-05 18:00:00,2023-02-05 23:00:00
613,614,Art Exhibition,Screening,Austin,10:00:00,12:00:00,2023-08-20,2023-08-20 10:00:00,2023-08-20 12:00:00
615,616,Food Festival,Launch,Denver,09:15:00,13:15:00,2023-01-20,2023-01-20 09:15:00,2023-01-20 13:15:00
618,619,Book Launch,Festival,Miami,14:30:00,16:30:00,2023-03-03,2023-03-03 14:30:00,2023-03-03 16:30:00
621,622,Food Festival,Fair,Houston,16:15:00,19:15:00,2023-05-31,2023-05-31 16:15:00,2023-05-31 19:15:00
622,623,Coding Workshop,Festival,Chicago,13:15:00,15:15:00,2023-09-01,2023-09-01 13:15:00,2023-09-01 15:15:00
624,625,Coding Workshop,Festival,Austin,08:30:00,09:30:00,2023-06-06,2023-06-06 08:30:00,2023-06-06 09:30:00
627,628,Music Concert,Concert,Denver,11:15:00,13:15:00,2024-10-20,2024-10-20 11:15:00,2024-10-20 13:15:00
628,629,Food Festival,Screening,Chicago,18:15:00,21:15:00,2023-11-24,2023-11-24 18:15:00,2023-11-24 21:15:00
630,631,Yoga Class,Fair,Boston,08:45:00,09:45:00,2023-12-13,2023-12-13 08:45:00,2023-12-13 09:45:00
632,633,Coding Workshop,Show,New York,09:45:00,13:45:00,2024-06-10,2024-06-10 09:45:00,2024-06-10 13:45:00
636,637,Science Fair,Class,Seattle,12:00:00,17:00:00,2023-11-19,2023-11-19 12:00:00,2023-11-19 17:00:00
637,638,Food Festival,Show,New York,10:15:00,13:15:00,2023-09-07,2023-09-07 10:15:00,2023-09-07 13:15:00
638,639,Yoga Class,Launch,Austin,11:30:00,14:30:00,2023-05-10,2023-05-10 11:30:00,2023-05-10 14:30:00
640,641,Tech Talk,Fair,New York,09:30:00,10:30:00,2023-06-26,2023-06-26 09:30:00,2023-06-26 10:30:00
641,642,Tech Talk,Show,Seattle,16:15:00,18:15:00,2024-01-20,2024-01-20 16:15:00,2024-01-20 18:15:00
642,643,Book Launch,Class,Houston,13:00:00,18:00:00,2023-04-15,2023-04-15 13:00:00,2023-04-15 18:00:00
643,644,Tech Talk,Class,Chicago,08:00:00,09:00:00,2024-06-17,2024-06-17 08:00:00,2024-06-17 09:00:00
646,647,Art Exhibition,Exhibition,Seattle,09:00:00,14:00:00,2023-06-10,2023-06-10 09:00:00,2023-06-10 14:00:00
648,649,Yoga Class,Workshop,New York,14:15:00,18:15:00,2024-06-29,2024-06-29 14:15:00,2024-06-29 18:15:00
649,650,Music Concert,Screening,New York,10:45:00,13:45:00,2024-02-28,2024-02-28 10:45:00,2024-02-28 13:45:00
651,652,Tech Talk,Workshop,Chicago,08:45:00,09:45:00,2023-10-01,2023-10-01 08:45:00,2023-10-01 09:45:00
652,653,Film Screening,Show,Boston,15:15:00,17:15:00,2023-08-02,2023-08-02 15:15:00,2023-08-02 17:15:00
654,655,Yoga Class,Launch,San Francisco,12:15:00,13:15:00,2023-08-21,2023-08-21 12:15:00,2023-08-21 13:15:00
656,657,Film Screening,Show,Chicago,08:45:00,13:45:00,2024-10-06,2024-10-06 08:45:00,2024-10-06 13:45:00
657,658,Book Launch,Launch,Austin,17:15:00,18:15:00,2024-08-06,2024-08-06 17:15:00,2024-08-06 18:15:00
658,659,Food Festival,Exhibition,Denver,13:15:00,18:15:00,2023-04-27,2023-04-27 13:15:00,2023-04-27 18:15:00
659,660,Book Launch,Conference,Seattle,14:00:00,18:00:00,2023-08-30,2023-08-30 14:00:00,2023-08-30 18:00:00
663,664,Tech Talk,Class,New York,12:45:00,13:45:00,2023-07-02,2023-07-02 12:45:00,2023-07-02 13:45:00
664,665,Coding Workshop,Screening,San Francisco,15:30:00,20:30:00,2023-06-29,2023-06-29 15:30:00,2023-06-29 20:30:00
666,667,Yoga Class,Exhibition,Houston,12:00:00,14:00:00,2023-04-16,2023-04-16 12:00:00,2023-04-16 14:00:00
667,668,Science Fair,Festival,Houston,13:45:00,18:45:00,2023-08-09,2023-08-09 13:45:00,2023-08-09 18:45:00
671,672,Book Launch,Workshop,New York,10:00:00,13:00:00,2024-02-04,2024-02-04 10:00:00,2024-02-04 13:00:00
672,673,Film Screening,Launch,San Francisco,11:00:00,12:00:00,2023-05-28,2023-05-28 11:00:00,2023-05-28 12:00:00
673,674,Food Festival,Conference,Los Angeles,15:00:00,16:00:00,2023-06-10,2023-06-10 15:00:00,2023-06-10 16:00:00
674,675,Music Concert,Exhibition,Los Angeles,09:45:00,14:45:00,2024-05-08,2024-05-08 09:45:00,2024-05-08 14:45:00
675,676,Art Exhibition,Festival,San Francisco,17:00:00,21:00:00,2024-09-24,2024-09-24 17:00:00,2024-09-24 21:00:00
677,678,Food Festival,Fair,San Francisco,15:00:00,16:00:00,2023-09-29,2023-09-29 15:00:00,2023-09-29 16:00:00
680,681,Tech Talk,Conference,Chicago,16:30:00,19:30:00,2024-06-24,2024-06-24 16:30:00,2024-06-24 19:30:00
681,682,Music Concert,Conference,Boston,12:15:00,14:15:00,2023-03-05,2023-03-05 12:15:00,2023-03-05 14:15:00
684,685,Book Launch,Workshop,Denver,11:00:00,15:00:00,2023-03-10,2023-03-10 11:00:00,2023-03-10 15:00:00
685,686,Music Concert,Festival,Chicago,16:30:00,21:30:00,2023-09-13,2023-09-13 16:30:00,2023-09-13 21:30:00
686,687,Music Concert,Class,Miami,13:00:00,16:00:00,2023-07-09,2023-07-09 13:00:00,2023-07-09 16:00:00
688,689,Comedy Night,Class,San Francisco,10:45:00,13:45:00,2024-10-11,2024-10-11 10:45:00,2024-10-11 13:45:00
689,690,Comedy Night,Screening,Seattle,16:00:00,20:00:00,2023-12-27,2023-12-27 16:00:00,2023-12-27 20:00:00
690,691,Tech Talk,Workshop,Chicago,18:45:00,23:45:00,2024-02-18,2024-02-18 18:45:00,2024-02-18 23:45:00
693,694,Book Launch,Fair,Miami,15:15:00,19:15:00,2024-01-13,2024-01-13 15:15:00,2024-01-13 19:15:00
696,697,Coding Workshop,Screening,Denver,16:30:00,17:30:00,2023-09-03,2023-09-03 16:30:00,2023-09-03 17:30:00
697,698,Yoga Class,Launch,Houston,17:00:00,21:00:00,2024-01-17,2024-01-17 17:00:00,2024-01-17 21:00:00
698,699,Art Exhibition,Launch,Denver,10:30:00,12:30:00,2023-07-30,2023-07-30 10:30:00,2023-07-30 12:30:00
699,700,Art Exhibition,Workshop,San Francisco,13:30:00,18:30:00,2023-11-04,2023-11-04 13:30:00,2023-11-04 18:30:00
700,701,Book Launch,Fair,San Francisco,13:30:00,17:30:00,2023-10-12,2023-10-12 13:30:00,2023-10-12 17:30:00
701,702,Yoga Class,Screening,Chicago,15:45:00,19:45:00,2023-10-16,2023-10-16 15:45:00,2023-10-16 19:45:00
703,704,Music Concert,Fair,Houston,12:00:00,14:00:00,2023-09-29,2023-09-29 12:00:00,2023-09-29 14:00:00
705,706,Coding Workshop,Conference,Houston,15:30:00,18:30:00,2023-07-06,2023-07-06 15:30:00,2023-07-06 18:30:00
706,707,Book Launch,Workshop,San Francisco,08:00:00,09:00:00,2024-05-28,2024-05-28 08:00:00,2024-05-28 09:00:00
709,710,Film Screening,Festival,New York,10:45:00,11:45:00,2023-02-11,2023-02-11 10:45:00,2023-02-11 11:45:00
710,711,Yoga Class,Festival,Boston,16:45:00,18:45:00,2024-04-24,2024-04-24 16:45:00,2024-04-24 18:45:00
712,713,Music Concert,Fair,Chicago,13:30:00,15:30:00,2024-02-19,2024-02-19 13:30:00,2024-02-19 15:30:00
716,717,Food Festival,Conference,Denver,14:30:00,15:30:00,2023-04-08,2023-04-08 14:30:00,2023-04-08 15:30:00
